time,true_waveform_real,true_waveform_imag,pred_waveform_real,pred_waveform_imag,error_real,error_imag
5209.13,0.051852784901174176,0.0,-0.0661292973749022,-0.000622410868599834,0.11798208227607637,0.0
5210.702,0.04584396692028289,0.0,-0.0658020905786337,0.0034841806281124582,0.1116460574989166,0.0
5212.275,0.03964888123535254,0.0,-0.0654748837823561,0.00759077212482475,0.10512376501770863,0.0
5213.847,0.033293346308934255,0.0,-0.06505957836730446,0.010459500842641009,0.09835292467623871,0.0
5215.4194,0.026797393540575396,0.0,-0.06459969276279617,0.013318726243914008,0.09139708630337157,0.0
5216.992,0.02018536420531613,0.0,-0.06363980779387762,0.017330397682171227,0.08382517199919376,0.0
5218.5645,0.01348582128184132,0.0,-0.06298731596508308,0.019735083382171458,0.07647313724692441,0.0
5220.137,0.006719256991079201,0.0,-0.061644130058255,0.023643734790102112,0.0683633870493342,0.0
5221.7095,-8.519539521360957e-5,-0.0,-0.06057219540346788,0.026348482915722636,0.06048700000825427,-0.0
5223.2817,-0.006903623025803764,-0.0,-0.059393499281781954,0.029015545608399505,0.05248987625597819,-0.0
5224.8545,-0.01371216580048551,-0.0,-0.057512447168493096,0.032705383649889265,0.043800281368007586,-0.0
5226.427,-0.02048095116140354,-0.0,-0.056030810194823956,0.035221521972690815,0.035549859033420415,-0.0
5227.999,-0.027186230242691255,-0.0,-0.05447718982661016,0.037700298691204795,0.027290959583918903,-0.0
5229.572,-0.03380430656294233,-0.0,-0.05205775600535181,0.041085378163490824,0.018253449442409482,-0.0
5231.144,-0.040302962186589825,-0.0,-0.050204108201016694,0.04336604458855854,0.009901146014426869,-0.0
5232.7163,-0.046660636407449996,-0.0,-0.04831294766350066,0.04562235852767034,0.0016523112560506634,-0.0
5234.289,-0.052853700628366605,-0.0,-0.045380750349015675,0.048599294688317876,-0.00747295027935093,-0.0
5235.8613,-0.05885330388433832,-0.0,-0.04354724863537714,0.0503698185718362,-0.015306055248961177,-0.0
5237.434,-0.06463896680110554,-0.0,-0.040325520441050686,0.053061868066542846,-0.02431344636005485,-0.0
5239.0063,-0.07018228643905317,-0.0,-0.037966501616349985,0.054848541203828115,-0.03221578482270318,-0.0
5240.5786,-0.07546044783154746,-0.0,-0.03552983631282956,0.056584018688783766,-0.03993061151871789,-0.0
5242.1514,-0.08045072540054996,-0.0,-0.03193336903045511,0.0587916437571011,-0.04851735637009485,-0.0
5243.7236,-0.08513080417705465,-0.0,-0.02930152719887786,0.06021204852337043,-0.055829276978176794,-0.0
5245.296,-0.0894804443551617,-0.0,-0.026615361854309197,0.06157781936020245,-0.0628650825008525,-0.0
5246.8687,-0.09348082747086783,-0.0,-0.022709462357546638,0.06323046795497189,-0.07077136511332119,-0.0
5248.441,-0.09710941684190692,-0.0,-0.01985039581628154,0.06424944679504263,-0.07725902102562539,-0.0
5250.013,-0.10034965201344946,-0.0,-0.016982677771322598,0.06521576721158098,-0.08336697424212686,-0.0
5251.586,-0.10318496783091534,-0.0,-0.012823442009821212,0.0662645945118521,-0.09036152582109412,-0.0
5253.158,-0.10559833560912442,-0.0,-0.010237282332697063,0.0668259758704908,-0.09536105327642735,-0.0
5254.731,-0.10757667889229737,-0.0,-0.005980992073718765,0.06744766678377703,-0.10159568681857861,-0.0
5256.303,-0.10910538631879477,-0.0,-0.0029160894427152206,0.06775208776189388,-0.10618929687607954,-0.0
5257.8755,-0.11017465752246022,-0.0,0.00017484769929966763,0.06796079859940163,-0.11034950522175989,-0.0
5259.448,-0.11077506267751261,-0.0,0.00451055472302259,0.06792280148735044,-0.1152856174005352,-0.0
5261.0205,-0.11089745141770851,-0.0,0.0076272661818753825,0.06776167413620497,-0.1185247175995839,-0.0
5262.593,-0.11053631283723395,-0.0,0.010751362753445739,0.06749199233866973,-0.12128767559067968,-0.0
