time,true_orbit_x1,true_orbit_y1,true_orbit_x2,true_orbit_y2,pred_orbit_x1,pred_orbit_y1,pred_orbit_x2,pred_orbit_y2
5209.13,3.070492680461683,-5.957155144138305,-3.0704927526055927,5.957155284106863,6.484530448913574,0.0,-6.484530448913574,-0.0
5210.702,3.251880151346908,-5.858631030290508,-3.2518802277566365,5.8586311679512875,6.480224609375,0.16182522475719452,-6.480224609375,-0.16182522475719452
5212.275,3.4300837413728873,-5.7542596069076515,-3.4300838219737306,5.754259742122469,6.471733093261719,0.3236057162284851,-6.471733093261719,-0.3236057162284851
5213.847,3.604813339923448,-5.644205009214512,-3.604813424633783,5.644205141848971,6.459059238433838,0.48513612151145935,-6.459059238433838,-0.48513612151145935
5215.4194,3.7759479088195715,-5.528539967976226,-3.7759479975550256,5.528540097897903,6.442203044891357,0.6463618874549866,-6.442203044891357,-0.6463618874549866
5216.992,3.943364844768417,-5.407335507346642,-3.943364937441742,5.4073356344248555,6.421163082122803,0.8072278499603271,-6.421163082122803,-0.8072278499603271
5218.5645,4.1067348653805,-5.280711794526462,-4.106734961897043,5.280711918633826,6.395959854125977,0.9675291776657104,-6.395959854125977,-0.9675291776657104
5220.137,4.266033661196461,-5.1487731938786245,-4.266033761460681,5.148773314889788,6.366585731506348,1.1272600889205933,-6.366585731506348,-1.1272600889205933
5221.7095,4.421003460045737,-5.0117345582713035,-4.421003563956655,5.011734676066711,6.333072185516357,1.2862166166305542,-6.333072185516357,-1.2862166166305542
5223.2817,4.571532057488704,-4.869684427701454,-4.5715321649434575,4.869684542164326,6.2954254150390625,1.4443432092666626,-6.2954254150390625,-1.4443432092666626
5224.8545,4.717505222568656,-4.722710150296035,-4.7175053334604495,4.722710261310174,6.253647327423096,1.6015831232070923,-6.253647327423096,-1.6015831232070923
5226.427,4.858676611125116,-4.571041233576673,-4.858676725337438,4.571041341027584,6.207784175872803,1.7577344179153442,-6.207784175872803,-1.7577344179153442
5227.999,4.994940228479699,-4.414775827306425,-4.994940345894373,4.414775931083336,6.157845497131348,1.9127414226531982,-6.157845497131348,-1.9127414226531982
5229.572,5.126112256537528,-4.253948642636686,-5.126112377038919,4.253948742635807,6.103837966918945,2.066547155380249,-6.103837966918945,-2.066547155380249
5231.144,5.252037024729073,-4.088877770769862,-5.252037148195033,4.088877866892031,6.045822620391846,2.2189526557922363,-6.045822620391846,-2.2189526557922363
5232.7163,5.37261606699267,-3.919671500465726,-5.372616193298265,3.919671592613832,5.983810901641846,2.369901180267334,-5.983810901641846,-2.369901180267334
5234.289,5.487747529451168,-3.7464367962843816,-5.48774765847053,3.7464368843647557,5.9178147315979,2.519336223602295,-5.9178147315979,-2.519336223602295
5235.8613,5.59722720735099,-3.569446978240777,-5.59722733895037,3.5694470621639347,5.847909450531006,2.6670620441436768,-5.847909450531006,-2.6670620441436768
5237.434,5.700994728328791,-3.3887623813911776,-5.700994862375098,3.3887624610704408,5.774087905883789,2.8130674362182617,-5.774087905883789,-2.8130674362182617
5239.0063,5.798853496886412,-3.204665152445802,-5.798853633243172,3.204665227801689,5.696435451507568,2.957160472869873,-5.696435451507568,-2.957160472869873
5240.5786,5.890643060469699,-3.01724151921258,-5.89064319899203,3.0172415901649874,5.6149725914001465,3.09928560256958,-5.6149725914001465,-3.09928560256958
5242.1514,5.976352630280909,-2.8266608260442965,-5.976352770822926,2.826660892517047,5.529715061187744,3.2393851280212402,-5.529715061187744,-3.2393851280212402
5243.7236,6.055819220216115,-2.633228547680239,-6.055819362633034,2.6332286096068316,5.440764427185059,3.377272844314575,-5.440764427185059,-3.377272844314575
5245.296,6.128965032838986,-2.437076822479253,-6.1289651769863545,2.4370768797969475,5.348142623901367,3.512892246246338,-5.348142623901367,-3.512892246246338
5246.8687,6.195709795260854,-2.238338483857625,-6.195709940988298,2.2383385365049113,5.2518720626831055,3.6461875438690186,-5.2518720626831055,-3.6461875438690186
5248.441,6.255916880404226,-2.037335602833188,-6.255917027554639,2.037335650754982,5.1520676612854,3.776977777481079,-5.1520676612854,-3.776977777481079
5250.013,6.309500554613098,-1.8342042183815077,-6.309500703028312,1.8342042615265723,5.048756122589111,3.9052083492279053,-5.048756122589111,-3.9052083492279053
5251.586,6.356326383873978,-1.629072099906343,-6.356326533395205,1.629072138227352,4.941963195800781,4.03082275390625,-4.941963195800781,-4.03082275390625
5253.158,6.396366636274536,-1.4223019713655367,-6.396366786742991,1.4223020048238362,4.831818580627441,4.153648853302002,-4.831818580627441,-4.153648853302002
5254.731,6.429573284243041,-1.2139787854352737,-6.429573435499439,1.213978813994248,4.718317985534668,4.273669242858887,-4.718317985534668,-4.273669242858887
5256.303,6.455859250630473,-1.0044486718187062,-6.4558594025130525,1.004448695449675,4.601598739624023,4.390717506408691,-4.601598739624023,-4.390717506408691
5257.8755,6.475175298164583,-0.793867096178948,-6.475175450510286,0.7938671148567752,4.481695652008057,4.504741191864014,-4.481695652008057,-4.504741191864014
5259.448,6.487470165414404,-0.5823914001755208,-6.487470318058736,0.5823914138786632,4.358643531799316,4.615684509277344,-4.358643531799316,-4.615684509277344
5261.0205,6.492658357700565,-0.37037744013472246,-6.492658510476999,0.370377448849941,4.23259162902832,4.723390102386475,-4.23259162902832,-4.723390102386475
5262.593,6.490657983629928,-0.15799046283591645,-6.4906581363696825,0.15799046655378113,4.103582382202148,4.827807903289795,-4.103582382202148,-4.827807903289795
5264.1655,6.481504897181109,0.054597520028203624,-6.481505049717841,-0.054597521313119776,3.9716501235961914,4.9288811683654785,-3.9716501235961914,-4.9288811683654785
5265.738,6.465177694537138,0.26702008355835116,-6.465177846702235,-0.267020089842973,3.8369619846343994,5.026466369628906,-3.8369619846343994,-5.026466369628906
