time,χ,ϕ,p,e
5209.13,3.1415927,0.0,11.866691,0.085
5210.702,3.1506019,0.024364047,11.856604,0.0855471
5212.275,3.1596315,0.048749663,11.846562,0.08606648
5213.847,3.1686766,0.073143356,11.836573,0.086558476
5215.4194,3.177741,0.09755433,11.826631,0.087023884
5216.992,3.1868277,0.12199186,11.816733,0.0874635
5218.5645,3.1959317,0.14644238,11.806888,0.087877676
5220.137,3.205059,0.17092276,11.797086,0.08826733
5221.7095,3.2142053,0.19541933,11.787334,0.0886328
5223.2817,3.223373,0.21994123,11.777629,0.088974774
5224.8545,3.232566,0.2444976,11.767968,0.08929392
5226.427,3.2417796,0.2690747,11.758356,0.089590594
5227.999,3.2510161,0.29368174,11.748791,0.08986548
5229.572,3.26028,0.31832784,11.739267,0.09011921
5231.144,3.2695653,0.3429992,11.729793,0.09035216
5232.7163,3.278876,0.36770484,11.720364,0.09056492
5234.289,3.2882152,0.39245388,11.710977,0.090758026
5235.8613,3.2975776,0.4172324,11.701637,0.09093187
5237.434,3.3069696,0.44205716,11.692339,0.091087036
5239.0063,3.316386,0.46691415,11.683088,0.09122394
5240.5786,3.32583,0.4918125,11.673882,0.091343105
5242.1514,3.3353055,0.51676124,11.664716,0.09144501
5243.7236,3.3448064,0.54174614,11.655596,0.09153002
5245.296,3.3543367,0.56677634,11.646519,0.0915986
5246.8687,3.3639,0.5918609,11.637483,0.091651194
5248.441,3.37349,0.6169855,11.628491,0.09168821
5250.013,3.3831112,0.6421592,11.619543,0.09171009
5251.586,3.3927662,0.6673912,11.610634,0.09171724
5253.158,3.4024503,0.6926668,11.601769,0.09171002
5254.731,3.4121692,0.7180032,11.592943,0.09168882
5256.303,3.421918,0.7433856,11.584162,0.09165402
5257.8755,3.4316995,0.76882327,11.575421,0.09160598
5259.448,3.4415176,0.7943252,11.566719,0.09154509
5261.0205,3.4513667,0.8198767,11.558061,0.09147172
5262.593,3.4612503,0.8454868,11.549442,0.09138619
5264.1655,3.4711719,0.8711647,11.540861,0.0912888
5265.738,3.4811254,0.8968954,11.532322,0.091179945
5267.31,3.4911149,0.922688,11.523823,0.091059916
5268.883,3.5011435,0.9485517,11.515361,0.090929
5270.455,3.5112057,0.9744715,11.506941,0.090787604
5272.0273,3.5213048,1.0004565,11.498559,0.09063599
5273.6,3.5314445,1.0265156,11.490213,0.09047438
5275.1724,3.5416188,1.0526339,11.48191,0.090303175
5276.745,3.5518346,1.0788285,11.47364,0.090122536
5278.3174,3.5620859,1.105084,11.465412,0.08993288
5279.8896,3.5723763,1.1314098,11.457222,0.08973443
5281.4624,3.5827093,1.1578149,11.449066,0.089527376
5283.0347,3.5930789,1.1842837,11.44095,0.08931211
5284.607,3.6034887,1.2108256,11.432871,0.089088805
5286.1797,3.6139421,1.2374496,11.424827,0.08885764
5287.752,3.6244335,1.2641402,11.416821,0.088619016
5289.324,3.6349664,1.2909064,11.408851,0.08837311
5290.897,3.645544,1.3177576,11.400915,0.088120066
5292.469,3.6561606,1.3446779,11.393017,0.08786027
5294.042,3.666823,1.3716849,11.385152,0.08759377
5295.6143,3.6775246,1.3987626,11.377325,0.08732096
5297.1865,3.6882694,1.4259201,11.369534,0.08704196
5298.7593,3.6990612,1.453167,11.361774,0.0867569
5300.3315,3.7098935,1.4804869,11.354053,0.08646617
5301.904,3.72077,1.507889,11.346364,0.086169876
5303.4766,3.7316942,1.535383,11.338709,0.08586811
5305.049,3.7426598,1.562952,11.331089,0.085561246
5306.621,3.7536707,1.5906057,11.3235035,0.08524937
5308.194,3.7647305,1.6183534,11.3159485,0.08493258
5309.766,3.7758324,1.6461784,11.30843,0.08461126
5311.339,3.7869842,1.6740987,11.300941,0.08428536
5312.911,3.7981787,1.7020979,11.2934885,0.08395528
5314.4834,3.80942,1.730185,11.286068,0.08362105
5316.056,3.8207119,1.7583697,11.278678,0.08328274
5317.6284,3.8320472,1.7866349,11.271322,0.08294071
5319.2007,3.8434303,1.81499,11.263999,0.08259503
5320.7734,3.8548648,1.8434447,11.256705,0.08224574
5322.3457,3.8663437,1.8719817,11.249445,0.08189319
5323.918,3.877871,1.9006106,11.242216,0.08153742
5325.4907,3.8894508,1.9293406,11.235017,0.08117845
5327.063,3.9010756,1.9581546,11.22785,0.08081665
5328.6357,3.912753,1.987071,11.220713,0.08045192
5330.208,3.9244766,2.0160725,11.213608,0.08008464
5331.7803,3.9362497,2.0451686,11.206533,0.079714805
5333.353,3.9480762,2.0743685,11.199487,0.079342425
5334.9253,3.9599493,2.103655,11.1924715,0.078967854
5336.4976,3.9718726,2.1330373,11.185488,0.078591086
5338.0703,3.9838502,2.1625252,11.17853,0.07821213
5339.6426,3.995875,2.192101,11.171604,0.077831335
5341.215,4.0079503,2.2217739,11.164708,0.077448696
5342.7876,4.020081,2.2515538,11.157838,0.077064194
5344.36,4.032259,2.2814224,11.151,0.07667817
5345.9326,4.0444927,2.3113987,11.144188,0.07629049
5347.505,4.056774,2.3414648,11.137405,0.075901486
5349.077,4.0691075,2.3716297,11.130652,0.07551114
5350.65,4.0814967,2.4019039,11.123925,0.07511944
5352.222,4.093934,2.4322684,11.117228,0.07472671
5353.7944,4.1064243,2.4627328,11.110558,0.074332915
5355.367,4.118971,2.4933074,11.103913,0.07393802
5356.9395,4.131566,2.523973,11.097298,0.07354236
5358.5117,4.1442146,2.5547397,11.09071,0.07314588
5360.0845,4.1569195,2.585617,11.0841465,0.072748564
5361.6567,4.169674,2.6165862,11.077613,0.07235073
5363.2295,4.1824856,2.647667,11.071103,0.0719522
5364.802,4.1953464,2.6788394,11.064622,0.071553305
5366.374,4.208261,2.7101142,11.0581665,0.071153976
5367.947,4.221233,2.7415006,11.051736,0.07075418
5369.519,4.234255,2.7729797,11.045333,0.07035422
5371.0913,4.24733,2.8045614,11.038955,0.06995406
5372.664,4.2604637,2.8362553,11.032601,0.06955363
5374.2363,4.273647,2.868042,11.026275,0.069153234
5375.8086,4.286884,2.8999314,11.019973,0.06875282
5377.3813,4.300179,2.9319334,11.013695,0.06835232
5378.9536,4.3135242,2.9640284,11.007442,0.06795204
5380.526,4.326924,2.9962263,11.001216,0.06755192
5382.0986,4.3403816,3.028537,10.995011,0.06715188
5383.671,4.3538895,3.0609405,10.988833,0.06675224
5385.2437,4.3674555,3.0934567,10.982677,0.06635279
5386.816,4.381072,3.126066,10.976547,0.06595383
5388.388,4.3947425,3.1587777,10.970442,0.06555529
5389.961,4.4084716,3.1916022,10.964357,0.0651571
5391.533,4.4222507,3.224519,10.958299,0.064759545
5393.1055,4.436084,3.2575386,10.952263,0.064362556
5394.678,4.449976,3.2906704,10.946249,0.06396604
5396.2505,4.4639173,3.323894,10.940259,0.0635703
5397.8228,4.4779134,3.3572197,10.934293,0.06317524
5399.3955,4.4919677,3.3906577,10.928348,0.0627808
5400.968,4.5060716,3.4241867,10.922426,0.062387243
5402.5405,4.520234,3.4578276,10.916526,0.061994374
5404.113,4.5344462,3.4915593,10.910649,0.061602473
5405.685,4.548712,3.5253916,10.904795,0.06121145
5407.258,4.563036,3.5593352,10.898961,0.060821217
5408.83,4.577409,3.5933685,10.89315,0.060432054
5410.4023,4.591836,3.627502,10.887362,0.060043875
5411.975,4.606321,3.6617455,10.881593,0.05965659
5413.5474,4.6208544,3.6960778,10.875847,0.059270468
5415.1196,4.6354413,3.730509,10.870122,0.058885414
5416.6924,4.650086,3.7650495,10.864417,0.05850134
5418.2646,4.6647787,3.7996776,10.858734,0.05811852
5419.8374,4.6795287,3.834414,10.85307,0.057736732
5421.4097,4.6943274,3.8692372,10.847429,0.05735625
5422.982,4.709178,3.9041574,10.841808,0.05697697
5424.5547,4.724086,3.9391847,10.836206,0.056598805
5426.127,4.739041,3.974297,10.8306265,0.056222007
5427.699,4.7540483,4.009505,10.825067,0.055846486
5429.272,4.769112,4.0448184,10.819525,0.055472147
5430.844,4.7842226,4.0802155,10.814004,0.055099245
5432.4165,4.799384,4.1157064,10.808504,0.05472768
5433.9893,4.814602,4.1513014,10.803021,0.054357357
5435.5615,4.829866,4.186978,10.79756,0.053988528
5437.1343,4.845185,4.222758,10.792115,0.053620975
5438.7065,4.86055,4.258618,10.786693,0.053254947
5440.279,4.875965,4.294569,10.781288,0.05289035
5441.8516,4.8914347,4.3306212,10.775902,0.052527085
5443.424,4.9069495,4.366752,10.770535,0.052165393
5444.996,4.9225135,4.4029713,10.765187,0.05180517
5446.569,4.9381313,4.43929,10.759856,0.051446322
5448.141,4.953793,4.4756846,10.754545,0.05108909
5449.7134,4.9695034,4.512166,10.749253,0.05073337
5451.286,4.9852667,4.5487447,10.743977,0.050379068
5452.8584,5.0010734,4.5853972,10.73872,0.050026413
5454.431,5.0169325,4.6221457,10.73348,0.049675196
5456.0034,5.0328336,4.658966,10.728259,0.04932565
5457.5757,5.048782,4.6958694,10.723056,0.048977666
5459.1484,5.064781,4.732866,10.717869,0.048631158
5460.7207,5.0808225,4.7699323,10.712701,0.048286345
5462.293,5.096909,4.807079,10.707549,0.04794313
5463.8657,5.1130466,4.8443165,10.702414,0.04760141
5465.438,5.129224,4.8816214,10.697297,0.04726141
5467.0103,5.1454463,4.9190035,10.692197,0.046923026
5468.583,5.1617184,4.9564743,10.687113,0.046586163
5470.1553,5.178029,4.9940095,10.682046,0.04625104
5471.728,5.194389,5.0316315,10.676994,0.045917448
5473.3003,5.2107863,5.0693154,10.671962,0.045585606
5474.8726,5.227227,5.107073,10.6669445,0.045255408
5476.4453,5.243716,5.144914,10.661942,0.044926763
5478.0176,5.260241,5.182815,10.656958,0.044599876
5479.59,5.276808,5.220786,10.651989,0.04427465
5481.1626,5.2934213,5.258838,10.647035,0.043950994
5482.735,5.31007,5.296947,10.642097,0.043629102
5484.307,5.3267593,5.3351235,10.637176,0.04330888
5485.88,5.343494,5.373378,10.632269,0.042990234
5487.452,5.360263,5.411686,10.627378,0.042673364
5489.025,5.3770766,5.4500704,10.622502,0.04235807
5490.597,5.3939233,5.4885063,10.617642,0.042044558
5492.1694,5.410808,5.5270047,10.612798,0.041732725
5493.742,5.4277363,5.5655766,10.607967,0.04142248
5495.3145,5.444697,5.6041965,10.603152,0.04111401
5496.8867,5.461694,5.6428757,10.598353,0.040807225
5498.4595,5.4787326,5.6816254,10.593567,0.040502027
5500.0317,5.4958024,5.7204204,10.588797,0.040198606
5501.604,5.5129075,5.7592716,10.584041,0.039896872
5503.177,5.530053,5.79819,10.579297,0.039596725
5504.749,5.547228,5.837151,10.574571,0.039298356
5506.3213,5.564437,5.876165,10.569858,0.039001662
5507.894,5.581685,5.9152427,10.565157,0.03870656
5509.4663,5.598961,5.9543595,10.5604725,0.038413227
5511.039,5.616275,5.993539,10.5558,0.03812148
5512.6113,5.633616,6.0327544,10.551144,0.0378315
5514.1836,5.650989,6.072018,10.5465,0.037543193
5515.7563,5.6683984,6.111341,10.541869,0.037256468
5517.3286,5.685834,6.1506977,10.537253,0.0369715
5518.901,5.7032995,6.1900992,10.532651,0.036688194
5520.4736,5.7208004,6.2295566,10.52806,0.03640647
5522.046,5.7383256,6.269045,10.523484,0.036126487
5523.618,5.75588,6.3085747,10.518922,0.035848163
5525.191,5.773468,6.3481574,10.51437,0.035571408
5526.763,5.791079,6.387768,10.509833,0.035296384
5528.336,5.8087234,6.427429,10.505308,0.03502293
5529.908,5.8263893,6.4671164,10.500797,0.0347512
5531.4805,5.844082,6.5068398,10.496299,0.03448111
5533.053,5.861807,6.546612,10.491813,0.034212567
5534.6255,5.8795514,6.5864058,10.487339,0.033945743
5536.1978,5.897322,6.626234,10.482879,0.033680547
5537.7705,5.915123,6.666107,10.478429,0.03341689
5539.343,5.932943,6.7060003,10.473993,0.03315493
5540.915,5.950787,6.745924,10.469569,0.032894585
5542.488,5.9686604,6.7858906,10.465157,0.03263577
5544.06,5.9865513,6.8258734,10.460757,0.03237864
5545.633,6.004471,6.865897,10.456368,0.03212303
