time,true_waveform_real,true_waveform_imag,pred_waveform_real,pred_waveform_imag,error_real,error_imag
5209.13,0.051852784901174176,0.0,-0.06862181332615272,-0.00040700688277704825,0.1204745982273269,0.0
5210.702,0.04584396692028289,0.0,-0.06830174344361817,0.0038963243702310074,0.11414571036390106,0.0
5212.275,0.03964888123535254,0.0,-0.06798167356108475,0.008199655623239061,0.1076305547964373,0.0
5213.847,0.033293346308934255,0.0,-0.06757704382076177,0.011237744827673101,0.10087039012969602,0.0
5215.4194,0.026797393540575396,0.0,-0.06707145027137094,0.01426840920010423,0.09386884381194634,0.0
5216.992,0.02018536420531613,0.0,-0.06608759941494811,0.018483892188536424,0.08627296362026424,0.0
5218.5645,0.01348582128184132,0.0,-0.06538951730756346,0.021055351699260975,0.07887533858940478,0.0
5220.137,0.006719256991079201,0.0,-0.06397534588106936,0.02515928626475632,0.07069460287214856,0.0
5221.7095,-8.519539521360957e-5,-0.0,-0.06281493135866562,0.028028347309318052,0.06272973596345201,-0.0
5223.2817,-0.006903623025803764,-0.0,-0.06157935609906759,0.030874205462113575,0.05467573307326382,-0.0
5224.8545,-0.01371216580048551,-0.0,-0.05955516782022023,0.03473487403747537,0.04584300201973472,-0.0
5226.427,-0.02048095116140354,-0.0,-0.057968257930363046,0.03741356417612464,0.037487306768959505,-0.0
5227.999,-0.027186230242691255,-0.0,-0.05629930812007312,0.04005292197053839,0.029113077877381863,-0.0
5229.572,-0.03380430656294233,-0.0,-0.05370323015904761,0.04358043195913337,0.019898923596105282,-0.0
5231.144,-0.040302962186589825,-0.0,-0.05172708244196016,0.0460188930490225,0.011424120255370332,-0.0
5232.7163,-0.046660636407449996,-0.0,-0.04965417085919112,0.04838281927680967,0.0029935344517411228,-0.0
5234.289,-0.052853700628366605,-0.0,-0.046537363326053086,0.051500004091161074,-0.00631633730231352,-0.0
5235.8613,-0.05885330388433832,-0.0,-0.044526837653015724,0.053371093116765515,-0.014326466231322596,-0.0
5237.434,-0.06463896680110554,-0.0,-0.04109624452402974,0.0561611138549459,-0.023542722277075795,-0.0
5239.0063,-0.07018228643905317,-0.0,-0.03852278156163664,0.058032323895568644,-0.031659504877416526,-0.0
5240.5786,-0.07546044783154746,-0.0,-0.03590084213273318,0.059843132510539555,-0.039559605698814275,-0.0
5242.1514,-0.08045072540054996,-0.0,-0.03204861213180445,0.0620836922619235,-0.0484021132687455,-0.0
5243.7236,-0.08513080417705465,-0.0,-0.02920598882403348,0.06357489032687084,-0.05592481535302117,-0.0
5245.296,-0.0894804443551617,-0.0,-0.026302012573883732,0.064953250069191,-0.06317843178127797,-0.0
5246.8687,-0.09348082747086783,-0.0,-0.02212229307500728,0.06660284381698382,-0.07135853439586055,-0.0
5248.441,-0.09710941684190692,-0.0,-0.019058080504947086,0.06763906704387845,-0.07805133633695983,-0.0
5250.013,-0.10034965201344946,-0.0,-0.01594557250798986,0.06857703893201653,-0.0844040795054596,-0.0
5251.586,-0.10318496783091534,-0.0,-0.011529586420441069,0.06956050636196855,-0.09165538141047427,-0.0
5253.158,-0.10559833560912442,-0.0,-0.008721835940326007,0.07009168416340127,-0.09687649966879841,-0.0
5254.731,-0.10757667889229737,-0.0,-0.004212696599864333,0.07062498884296899,-0.10336398229243304,-0.0
5256.303,-0.10910538631879477,-0.0,-0.0009253797399706208,0.0708401688729229,-0.10818000657882415,-0.0
5257.8755,-0.11017465752246022,-0.0,0.002395462871625587,0.07094743441451373,-0.11257012039408582,-0.0
5259.448,-0.11077506267751261,-0.0,0.006965047364331831,0.07078324633631956,-0.11774011004184444,-0.0
5261.0205,-0.11089745141770851,-0.0,0.01029526360347179,0.07045680259077697,-0.1211927150211803,-0.0
5262.593,-0.11053631283723395,-0.0,0.01361792422909339,0.0700849395076963,-0.12415423706632733,-0.0
5264.1655,-0.1096868965996941,-0.0,0.018150396239761318,0.0691526868548534,-0.1278372928394554,-0.0
5265.738,-0.10834688932355868,-0.0,0.021427142503132345,0.06834002332813478,-0.12977403182669103,-0.0
5267.31,-0.10651554811124914,-0.0,0.02469305626901881,0.06739692440866893,-0.13120860438026793,-0.0
5268.883,-0.10419430951617936,-0.0,0.02906128239415041,0.0657919921115868,-0.13325559191032976,-0.0
5270.455,-0.10138825522919884,-0.0,0.03221094420906836,0.06442971177623474,-0.1335991994382672,-0.0
5272.0273,-0.0981015218236495,-0.0,0.03532635794130079,0.0629766429555937,-0.1334278797649503,-0.0
5273.6,-0.094340783574906,-0.0,0.0394223658477136,0.060665437174470364,-0.1337631494226196,-0.0
5275.1724,-0.09011684870423754,-0.0,0.04204104968230983,0.05908549180802864,-0.13215789838654737,-0.0
5276.745,-0.08544077856785495,-0.0,0.04587972461450055,0.05631228656282998,-0.1313205031823555,-0.0
5278.3174,-0.08033144892751572,-0.0,0.04864563333568085,0.05415453455378718,-0.12897708226319657,-0.0
5279.8896,-0.07480383686419487,-0.0,0.0513098498941565,0.051861862399374195,-0.12611368675835138,-0.0
5281.4624,-0.06887569253390502,-0.0,0.05472664603512161,0.048506943392442964,-0.12360233856902664,-0.0
5283.0347,-0.06257221099944467,-0.0,0.05711284741556809,0.045875595385543866,-0.11968505841501276,-0.0
5284.607,-0.05591486926046118,-0.0,0.05942322380189019,0.043161072391645114,-0.11533809306235138,-0.0
5286.1797,-0.048927739430917064,-0.0,0.06227579441079887,0.03923414984487955,-0.11120353384171594,-0.0
5287.752,-0.041643141372283005,-0.0,0.06425518069676132,0.03622327327101356,-0.10589832206904433,-0.0
5289.324,-0.0340889861562791,-0.0,0.06611119724234399,0.03312888475300061,-0.10020018339862309,-0.0
5290.897,-0.026295512818122292,-0.0,0.06830870453604417,0.028733347687617754,-0.09460421735416646,-0.0
5292.469,-0.018301243023295177,-0.0,0.06967862591430651,0.02580555990137373,-0.0879798689376017,-0.0
5294.042,-0.010137475436387326,-0.0,0.07139073129263056,0.02116520982893356,-0.08152820672901788,-0.0
5295.6143,-0.0018472336516042987,-0.0,0.07250228344223619,0.01764855940576705,-0.0743495170938405,-0.0
5297.1865,0.0065330548749081485,0.0,0.07349457966241656,0.014065437130503157,-0.06696152478750841,0.0
5298.7593,0.014964352690501722,0.0,0.07444125277230496,0.009158334130550998,-0.05947690008180323,0.0
5300.3315,0.023398883183446188,0.0,0.07497219487454146,0.005441817689452018,-0.051573311691095275,0.0
5301.904,0.03179574731503106,0.0,0.07535972656874776,0.0016791231351233693,-0.043563979253716696,0.0
5303.4766,0.04011314146293578,0.0,0.07549028996415465,-0.003375274339973128,-0.03537714850121887,0.0
5305.049,0.04830113151092923,0.0,0.07538242526810655,-0.0071916838577689825,-0.027081293757177327,0.0
5306.621,0.05631620821850791,0.0,0.07514931037681297,-0.011020422244890532,-0.018833102158305054,0.0
5308.194,0.06411531234756378,0.0,0.07441658540140038,-0.016097290665011442,-0.010301273053836602,0.0
5309.766,0.07164716804663163,0.0,0.07380917772083341,-0.019497228265873013,-0.002162009674201784,0.0
5311.339,0.07887065348957172,0.0,0.0725028158844107,-0.024503914424884348,0.00636783760516102,0.0
5312.911,0.08573740856803612,0.0,0.07131852321810671,-0.028246150974425864,0.014418885349929411,0.0
5314.4834,0.09220411241811854,0.0,0.0699819723439009,-0.03195941502101988,0.022222140074217647,0.0
5316.056,0.098229116706993,0.0,0.06783085548470474,-0.036738990589980355,0.030398261222288253,0.0
5317.6284,0.10376626084828014,0.0,0.06600337839444452,-0.04027746042128747,0.03776288245383562,0.0
5319.2007,0.10877321489458612,0.0,0.06400923489554983,-0.043771204987244315,0.044763979999036294,0.0
5320.7734,0.11321855775043108,0.0,0.061044262025121296,-0.04817275571126025,0.05217429572530978,0.0
5322.3457,0.11706169158655828,0.0,0.058586879183810066,-0.05141491183583181,0.05847481240274822,0.0
5323.918,0.12027160899245735,0.0,0.055984211587242996,-0.054565483842380066,0.06428739740521436,0.0
5325.4907,0.12281966381615084,0.0,0.05225612537983955,-0.05844370717999606,0.07056353843631129,0.0
5327.063,0.12467665427730298,0.0,0.04956740699127419,-0.06101872938537783,0.0751092472860288,0.0
5328.6357,0.12582011624081735,0.0,0.04538114984410489,-0.06444503722541559,0.08043896639671246,0.0
5330.208,0.12622987667908958,0.0,0.042002074033997916,-0.06694482646729119,0.08422780264509167,0.0
5331.7803,0.12589085666346483,0.0,0.038497825631699734,-0.06928122713412857,0.0873930310317651,0.0
5333.353,0.12479155688799577,0.0,0.033701077094804126,-0.0720009467089059,0.09109047979319165,0.0
5334.9253,0.12292708258322692,0.0,0.02988534712747772,-0.07385693910886276,0.0930417354557492,0.0
5336.4976,0.12029008641795538,0.0,0.025951282117935882,-0.0756179987377982,0.09433880430001951,0.0
5338.0703,0.11688736923793237,0.0,0.02068137437790365,-0.07744401231887223,0.09620599486002872,0.0
5339.6426,0.11273056874894274,0.0,0.01651877033573814,-0.07864733892723993,0.0962117984132046,0.0
5341.215,0.10783266566179049,0.0,0.012245418679346348,-0.07968615087361737,0.09558724698244414,0.0
