time,true_orbit_x1,true_orbit_y1,true_orbit_x2,true_orbit_y2,pred_orbit_x1,pred_orbit_y1,pred_orbit_x2,pred_orbit_y2
5209.13,3.070492680461683,-5.957155144138305,-3.0704927526055927,5.957155284106863,6.484530448913574,0.0,-6.484530448913574,-0.0
5210.702,3.251880151346908,-5.858631030290508,-3.2518802277566365,5.8586311679512875,6.480946063995361,0.1579333245754242,-6.480946063995361,-0.1579333245754242
5212.275,3.4300837413728873,-5.7542596069076515,-3.4300838219737306,5.754259742122469,6.4732866287231445,0.31582075357437134,-6.4732866287231445,-0.31582075357437134
5213.847,3.604813339923448,-5.644205009214512,-3.604813424633783,5.644205141848971,6.461559295654297,0.47346481680870056,-6.461559295654297,-0.47346481680870056
5215.4194,3.7759479088195715,-5.528539967976226,-3.7759479975550256,5.528540097897903,6.445769309997559,0.6308151483535767,-6.445769309997559,-0.6308151483535767
5216.992,3.943364844768417,-5.407335507346642,-3.943364937441742,5.4073356344248555,6.425914764404297,0.787821352481842,-6.425914764404297,-0.787821352481842
5218.5645,4.1067348653805,-5.280711794526462,-4.106734961897043,5.280711918633826,6.402020454406738,0.9442870616912842,-6.402020454406738,-0.9442870616912842
5220.137,4.266033661196461,-5.1487731938786245,-4.266033761460681,5.148773314889788,6.374080657958984,1.1002105474472046,-6.374080657958984,-1.1002105474472046
5221.7095,4.421003460045737,-5.0117345582713035,-4.421003563956655,5.011734676066711,6.342128276824951,1.2553960084915161,-6.342128276824951,-1.2553960084915161
5223.2817,4.571532057488704,-4.869684427701454,-4.5715321649434575,4.869684542164326,6.306169033050537,1.4097927808761597,-6.306169033050537,-1.4097927808761597
5224.8545,4.717505222568656,-4.722710150296035,-4.7175053334604495,4.722710261310174,6.266209602355957,1.563349962234497,-6.266209602355957,-1.563349962234497
5226.427,4.858676611125116,-4.571041233576673,-4.858676725337438,4.571041341027584,6.222292900085449,1.71587336063385,-6.222292900085449,-1.71587336063385
5227.999,4.994940228479699,-4.414775827306425,-4.994940345894373,4.414775931083336,6.174429893493652,1.8673131465911865,-6.174429893493652,-1.8673131465911865
5229.572,5.126112256537528,-4.253948642636686,-5.126112377038919,4.253948742635807,6.122628688812256,2.017618417739868,-6.122628688812256,-2.017618417739868
5231.144,5.252037024729073,-4.088877770769862,-5.252037148195033,4.088877866892031,6.066946506500244,2.166597366333008,-6.066946506500244,-2.166597366333008
5232.7163,5.37261606699267,-3.919671500465726,-5.372616193298265,3.919671592613832,6.0073981285095215,2.3142001628875732,-6.0073981285095215,-2.3142001628875732
5234.289,5.487747529451168,-3.7464367962843816,-5.48774765847053,3.7464368843647557,5.943991184234619,2.460374355316162,-5.943991184234619,-2.460374355316162
